 primalDim  primalFOM  dualDim  dualFOM  sameProj 
      4    0.140449      3    0.124942    0
      2    0.139981      3    0.0919726    0
      2    0.0871354      2    0.0871354    2
      4    0.101891      4    0.111488    0
      4    0.106981      2    0.136007    0
      4    0.138559      2    0.153137    0
      2    0.113745      2    0.113745    2
      3    0.11299      3    0.0588259    3
      2    0.0701246      2    0.0701246    2
      3    0.182453      3    0.101511    3
      2    0.0339311      2    0.0339311    2
      2    0.0224456      2    0.0224456    2
      3    0.0710624      3    0.104129    0
      3    0.0469025      2    0.0668443    0
      4    0.116101      3    0.158333    0
      2    0.0353497      2    0.0353497    2
      3    0.161529      3    0.0662063    3
      2    0.0614362      2    0.0614362    2
      4    0.150582      2    0.15956    0
      2    0.0180391      2    0.0180391    2
      3    0.0992127      2    0.0995618    0
      2    0.115116      4    0.111488    0
      3    0.141376      3    0.142753    0
      4    0.122507      3    0.122141    0
      4    0.133756      3    0.0948539    0
      3    0.0554564      3    0.130659    0
      4    0.0839804      2    0.0849906    0
      4    0.155863      4    0.111488    4
      3    0.105859      3    0.173843    0
      2    0.0651613      2    0.0651613    2
      2    0.143722      3    0.0749244    0
      3    0.146795      3    0.115341    0
      4    0.128035      3    0.0964617    0
      2    0.0641651      2    0.0641651    2
      2    0.126008      4    0.101774    0
      3    0.0473616      3    0.115341    0
      3    0.080223      3    0.151126    3
      5    0.207606      3    0.129476    0
      3    0.02883      3    0.0984345    3
      2    0.069557      2    0.069557    2
      3    0.163755      3    0.189302    0
      2    0.0978887      2    0.0978887    2
      3    0.103733      3    0.152393    3
      2    0.0627332      2    0.0627332    2
      3    0.167836      2    0.188471    0
      3    0.158063      3    0.237418    0
      2    0.103403      2    0.103403    2
      2    0.0259922      2    0.0259922    2
      3    0.090488      3    0.129179    0
      3    0.0389122      4    0.143931    0
      2    0.0700008      2    0.0700008    2
      2    0.0384389      2    0.0384389    2
      2    0.0528744      2    0.0528744    2
      3    0.109382      4    0.174309    0
      4    0.140728      3    0.126775    0
      3    0.0990006      3    0.0827289    0
      2    0.0965421      2    0.0965421    2
      3    0.127162      2    0.17018    0
      3    0.0749379      3    0.152393    0
      3    0.0955283      2    0.146319    0
      3    0.126373      2    0.169947    0
      3    0.0997345      3    0.119275    0
      3    0.1123      3    0.0759439    0
      2    0.017481      2    0.017481    2
      2    0.025608      2    0.025608    2
      2    0.0180391      2    0.0180391    2
      4    0.127619      2    0.155852    0
      2    0.126483      2    0.126483    2
      2    0.0978887      2    0.0978887    2
      3    0.127038      2    0.166252    0
      2    0.0612139      2    0.0612139    2
      3    0.0457415      2    0.0621844    0
      2    0.0931991      2    0.0931991    2
      3    0.148278      3    0.143826    0
      2    0.0951461      2    0.0951461    2
      2    0.0274751      2    0.0274751    2
      3    0.114955      4    0.203549    0
      3    0.15931      3    0.129773    0
      2    0.0855475      2    0.0855475    2
      4    0.189177      5    0.221283    0
      2    0.107088      4    0.0947468    0
      3    0.103889      4    0.14631    0
      3    0.155231      4    0.136545    0
      3    0.10553      3    0.0868111    0
      2    0.0143693      2    0.0143693    2
      2    0.118635      2    0.118635    2
      4    0.150596      5    0.143587    0
      3    0.213535      3    0.178212    0
      4    0.147181      3    0.164058    0
      3    0.157608      3    0.0827289    0
      3    0.133984      3    0.0690491    0
      2    0.101838      2    0.101838    2
      3    0.132816      3    0.209363    0
      4    0.107874      3    0.169589    0
      2    0.11373      2    0.11373    2
      2    0.148471      3    0.133857    0
      2    0.211335      4    0.194883    0
      2    0.0274751      2    0.0274751    2
      4    0.152129      3    0.148042    0
      4    0.109971      3    0.101132    0
      3    0.0284656      2    0.0875515    0
      3    0.178691      3    0.125862    0
      4    0.130571      3    0.0881298    0
      3    0.122019      5    0.143587    0
      5    0.123512      4    0.120421    0
      2    0.0999551      2    0.0999551    2
      2    0.146485      3    0.114    0
      3    0.0825961      3    0.0472238    3
      2    0.141705      2    0.141705    2
      4    0.0950274      3    0.171169    0
      5    0.0941621      3    0.122456    0
      4    0.160661      4    0.136545    0
      3    0.0961703      4    0.176278    0
      4    0.0753887      2    0.153137    0
      3    0.100658      3    0.154149    0
      2    0.113512      2    0.113512    2
      3    0.135148      3    0.156132    0
      2    0.0947808      2    0.0947808    2
      2    0.107779      2    0.107779    2
      3    0.139432      2    0.145308    0
      2    0.0324759      2    0.0324759    2
      3    0.177589      3    0.0480311    0
      3    0.116194      3    0.102641    0
      3    0.101348      3    0.0836532    0
      3    0.0811369      2    0.119    0
      4    0.112735      2    0.126483    0
      3    0.0202907      3    0.13754    3
      2    0.0859328      2    0.0859328    2
      2    0.136879      3    0.136135    0
      2    0.148471      3    0.138376    0
      2    0.0756268      2    0.0756268    2
      3    0.0802795      3    0.0594759    0
      3    0.144661      4    0.170301    0
      2    0.0259922      2    0.0259922    2
      2    0.0180391      2    0.0180391    2
      3    0.10027      2    0.120736    0
      2    0.159174      2    0.159174    2
      2    0.0377998      2    0.0377998    2
      3    0.1068      3    0.124325    0
      3    0.137659      3    0.180783    0
      2    0.0127555      2    0.0127555    2
      3    0.152797      3    0.115674    0
      3    0.0819642      2    0.105585    0
      3    0.0876727      2    0.160242    0
      2    0.0874807      2    0.0874807    2
      4    0.131523      3    0.129773    0
      3    0.121863      4    0.176278    0
      4    0.0920131      3    0.117324    0
      4    0.103776      4    0.101774    0
      3    0.098808      2    0.126483    0
      2    0.0614362      2    0.0614362    2
      4    0.166247      3    0.101511    0
      2    0.0662922      2    0.0662922    2
      2    0.0274751      2    0.0274751    2
      4    0.132445      3    0.125862    0
      2    0.0641651      2    0.0641651    2
      3    0.139759      3    0.0447145    3
      2    0.1325      2    0.1325    2
      2    0.107519      2    0.107519    2
      3    0.0318922      3    0.0540572    3
      3    0.137525      2    0.143247    0
      2    0.0572613      2    0.0572613    2
      4    0.136522      3    0.0382242    0
      3    0.0779984      4    0.157668    0
      3    0.139713      3    0.139759    3
      2    0.107779      2    0.107779    2
      2    0.0127555      2    0.0127555    2
      2    0.0106372      2    0.0106372    2
      3    0.133088      3    0.127078    0
      3    0.169251      5    0.203063    0
      3    0.140562      2    0.151139    0
      3    0.0810608      3    0.0919726    0
      3    0.0885389      3    0.127983    0
      3    0.134706      3    0.123394    3
      2    0.161339      4    0.150956    0
      3    0.104157      3    0.0794089    3
      2    0.0811275      2    0.0811275    2
      4    0.149527      4    0.101774    0
      3    0.10101      3    0.111614    0
      4    0.132496      4    0.101774    4
      2    0.0256564      2    0.0256564    2
      2    0.0668443      2    0.0668443    2
      3    0.0543965      2    0.0827053    0
      2    0.0727547      2    0.0727547    2
      3    0.0676541      3    0.114673    3
      3    0.134809      3    0.088565    0
      2    0.103766      2    0.103766    2
      3    0.088344      3    0.151634    0
      2    0.0991253      2    0.0991253    2
      3    0.195748      3    0.0984345    3
      5    0.128357      3    0.132992    0
      3    0.127684      3    0.0881298    0
      2    0.122229      3    0.0728428    0
      3    0.13051      3    0.0472238    3
      2    0.146319      4    0.0830984    0
      2    0.0106372      2    0.0106372    2
      2    0.0194491      2    0.0194491    2
      3    0.16705      3    0.20659    0
      3    0.147889      3    0.148301    0
      4    0.169267      3    0.139759    0
      2    0.017481      2    0.017481    2
      3    0.0536586      3    0.151634    0
      2    0.0508682      2    0.0508682    2
      2    0.0180391      2    0.0180391    2
      2    0.112987      3    0.0480311    0
      2    0.0859328      2    0.0859328    2
      2    0.126483      2    0.126483    2
      2    0.110358      2    0.110358    2
      2    0.167871      2    0.167871    2
      2    0.126483      2    0.126483    2
      4    0.138039      3    0.0881298    0
      3    0.127781      3    0.125862    3
      2    0.0621844      2    0.0621844    2
      4    0.120197      3    0.108823    0
      4    0.108862      3    0.06849    0
      3    0.148278      3    0.136135    0
      3    0.0794957      3    0.125862    0
      3    0.0936659      3    0.0401857    3
      2    0.1164      2    0.1164    2
      2    0.101448      2    0.101448    2
      4    0.100738      2    0.128153    0
      3    0.139442      3    0.169589    0
      3    0.153904      4    0.14631    0
      2    0.0756268      2    0.0756268    2
      2    0.0745267      2    0.0745267    2
      3    0.100549      3    0.0411314    3
      4    0.114781      3    0.0813226    0
      3    0.0466218      2    0.0701246    0
      3    0.137445      3    0.10847    0
      3    0.135449      3    0.101511    0
      3    0.071571      4    0.123255    0
      2    0.0709151      2    0.0709151    2
      3    0.0473827      3    0.148042    3
      4    0.139794      2    0.158688    0
      4    0.135667      4    0.0910298    0
      3    0.106958      3    0.0214802    3
      3    0.0952481      3    0.0455663    3
      3    0.0271429      2    0.0668443    0
      3    0.123765      3    0.0836532    0
      3    0.160975      4    0.170301    0
      3    0.0669113      4    0.176278    0
      2    0.0353497      2    0.0353497    2
      2    0.0805348      2    0.0805348    2
      3    0.0499653      3    0.117978    0
      2    0.0974489      2    0.0974489    2
      2    0.0872112      2    0.0872112    2
      3    0.159409      4    0.0910298    0
      2    0.109256      2    0.109256    2
      2    0.0647034      2    0.0647034    2
      2    0.0180391      2    0.0180391    2
      2    0.0988625      2    0.0988625    2
      2    0.0995618      4    0.0947468    0
      3    0.114338      3    0.145157    0
      2    0.117051      3    0.0831923    0
      3    0.0753466      2    0.145308    0
      4    0.146761      3    0.0540572    0
      3    0.189574      3    0.135001    3
      3    0.0788159      3    0.051133    3
      3    0.0371047      3    0.0706999    3
      3    0.166859      3    0.0673578    0
      4    0.194374      3    0.171393    0
      3    0.0554564      2    0.164916    0
      4    0.170265      3    0.138654    0
      2    0.0849906      2    0.0849906    2
      3    0.141089      3    0.164992    3
      3    0.122012      3    0.0919726    0
      3    0.0825961      3    0.0472238    3
      2    0.0266046      2    0.0266046    2
      2    0.148534      2    0.148534    2
      2    0.126483      2    0.126483    2
      2    0.0224456      2    0.0224456    2
      3    0.0967283      3    0.0980431    0
      3    0.127208      3    0.117324    0
      2    0.0829596      2    0.0829596    2
      3    0.126854      3    0.0827289    0
      2    0.0730323      2    0.0730323    2
      2    0.039925      2    0.039925    2
      4    0.189799      3    0.160264    0
      4    0.139368      3    0.184154    0
      3    0.10553      3    0.117978    0
      3    0.108102      2    0.10915    0
      2    0.115503      3    0.109176    0
      2    0.0709151      2    0.0709151    2
      2    0.0632903      2    0.0632903    2
      2    0.073618      3    0.0690491    0
      3    0.161798      3    0.179502    0
      2    0.0874807      2    0.0874807    2
      2    0.18834      3    0.163823    0
      2    0.0916803      3    0.0638411    0
      4    0.121133      3    0.171169    0
      3    0.121112      2    0.139807    0
      3    0.150437      4    0.136545    0
      3    0.114497      2    0.120325    0
      2    0.0991253      2    0.0991253    2
      3    0.150951      3    0.153399    0
      3    0.117052      4    0.111488    0
      2    0.112669      2    0.112669    2
      2    0.0627332      2    0.0627332    2
      2    0.0119533      2    0.0119533    2
      3    0.116434      4    0.136545    0
      2    0.10915      2    0.10915    2
      4    0.134592      3    0.164058    0
      2    0.0745932      2    0.0745932    2
      2    0.103403      2    0.103403    2
      4    0.128842      3    0.114673    0
      2    0.0259922      2    0.0259922    2
      2    0.124439      2    0.124439    2
      4    0.117993      4    0.126025    0
      2    0.0867364      2    0.0867364    2
      4    0.12435      3    0.0690491    0
      3    0.119389      5    0.221283    0
      2    0.0106372      2    0.0106372    2
      3    0.0830114      4    0.111488    0
      2    0.0384389      2    0.0384389    2
      3    0.188885      3    0.112984    0
      2    0.0528744      2    0.0528744    2
      3    0.111264      3    0.148042    0
      3    0.106336      3    0.0827289    3
      3    0.170374      4    0.0695251    0
      3    0.12489      3    0.179502    0
      3    0.123565      3    0.150105    3
      2    0.053742      2    0.053742    2
      2    0.0947808      2    0.0947808    2
      4    0.116451      3    0.0831923    0
      2    0.0906475      2    0.0906475    2
      2    0.0566814      2    0.0566814    2
      3    0.138478      3    0.123394    0
      3    0.133868      3    0.0964617    0
      3    0.0949357      3    0.108823    0
      2    0.148471      3    0.114    0
      2    0.154551      2    0.154551    2
      4    0.0375708      3    0.0263077    0
      2    0.0429832      2    0.0429832    2
      3    0.0780653      3    0.089858    3
      3    0.164058      3    0.127078    0
      3    0.110926      3    0.172288    0
      4    0.192728      5    0.189948    0
      3    0.0931014      3    0.108823    0
      3    0.103672      2    0.11373    0
      2    0.0829596      2    0.0829596    2
      2    0.053742      2    0.053742    2
      4    0.104739      3    0.085021    0
      2    0.0849906      2    0.0849906    2
      2    0.070048      2    0.070048    2
      3    0.054861      2    0.136395    0
      3    0.122362      2    0.142823    0
      3    0.136016      3    0.0881298    3
      2    0.0730323      2    0.0730323    2
      3    0.083441      4    0.136545    0
      3    0.0271429      3    0.0984345    0
      4    0.0654001      2    0.1164    0
      3    0.0506578      2    0.0612139    0
      3    0.131897      3    0.085021    0
      3    0.119965      4    0.123255    0
      2    0.0654648      2    0.0654648    2
      3    0.101361      2    0.111988    0
      4    0.0997859      2    0.146319    0
      3    0.143583      3    0.151381    0
      5    0.132242      3    0.0964617    0
      4    0.176007      4    0.120421    0
      2    0.0716624      2    0.0716624    2
      2    0.0274751      2    0.0274751    2
      2    0.165433      3    0.105959    0
      2    0.115503      2    0.115503    2
      3    0.103952      3    0.0995995    0
      2    0.0641393      2    0.0641393    2
      3    0.121189      2    0.122822    0
      2    0.0855475      2    0.0855475    2
      3    0.104157      3    0.0794089    3
      2    0.153887      2    0.153887    2
      3    0.145489      3    0.127983    0
      4    0.104905      3    0.111269    0
      4    0.202878      4    0.0525561    0
      2    0.072162      2    0.072162    2
      4    0.22367      3    0.123082    0
      4    0.136769      4    0.0947468    0
      2    0.0209812      2    0.0209812    2
      3    0.0761765      3    0.197259    3
      2    0.0745932      2    0.0745932    2
      5    0.0775864      3    0.0328115    0
      2    0.0727547      2    0.0727547    2
      4    0.145309      5    0.143587    0
      2    0.102742      2    0.102742    2
      4    0.155212      3    0.157603    0
      4    0.156841      2    0.188471    0
      3    0.104292      3    0.185817    0
      2    0.13814      2    0.13814    2
      4    0.132277      3    0.165225    0
      4    0.13428      4    0.157668    0
      3    0.133904      2    0.15679    0
      3    0.163989      2    0.192195    0
      3    0.133984      3    0.0915536    3
      3    0.102638      4    0.170301    0
      3    0.0951152      2    0.101838    0
      3    0.0668032      3    0.0717793    3
      3    0.132816      3    0.0769498    0
      2    0.118607      3    0.0968595    0
      3    0.150349      4    0.111488    0
      2    0.0106372      2    0.0106372    2
      3    0.0855082      3    0.0733688    3
      2    0.0918063      2    0.0918063    2
      2    0.148471      4    0.0947468    0
      2    0.0932346      2    0.0932346    2
      3    0.0379038      3    0.0872529    3
      2    0.124783      2    0.124783    2
      2    0.0274751      2    0.0274751    2
      4    0.149473      4    0.0910298    4
      3    0.137116      4    0.0695251    0
      4    0.145606      2    0.166954    0
      3    0.127609      3    0.101132    0
      4    0.129758      3    0.135001    0
      3    0.0284656      3    0.132992    3
      2    0.0431845      2    0.0431845    2
      3    0.178691      3    0.108823    0
      2    0.115105      2    0.115105    2
      4    0.145698      4    0.161989    0
      2    0.110358      2    0.110358    2
      2    0.0918603      2    0.0918603    2
      2    0.102839      2    0.102839    2
      2    0.126483      2    0.126483    2
      3    0.0714235      2    0.0741713    0
      3    0.0889201      3    0.226986    0
      3    0.110429      3    0.124942    0
      3    0.094233      3    0.0690491    3
      2    0.0627332      3    0.0503755    0
      3    0.0932982      3    0.108823    0
      2    0.126008      2    0.126008    2
      3    0.109601      4    0.111488    0
      3    0.0745472      4    0.219858    0
      2    0.0740598      2    0.0740598    2
      4    0.113869      2    0.176433    0
      2    0.121006      2    0.121006    2
      3    0.157128      3    0.164992    0
      3    0.118701      3    0.150361    0
      3    0.0972588      3    0.0480311    0
      2    0.165603      3    0.124325    0
      3    0.135149      3    0.106321    3
      4    0.129302      2    0.153137    0
      3    0.139778      3    0.0749244    0
      4    0.149522      3    0.153399    0
      3    0.0502817      2    0.0978887    0
      2    0.201509      4    0.185814    0
      3    0.040977      3    0.0480311    3
      4    0.134637      4    0.0910298    0
      3    0.167026      3    0.157114    0
      5    0.180114      3    0.124325    0
      4    0.0808522      3    0.0907098    0
      2    0.107779      2    0.107779    2
      4    0.151962      3    0.086367    0
      3    0.139432      4    0.143931    0
      3    0.135445      3    0.130659    0
      2    0.104764      2    0.104764    2
      3    0.0284742      3    0.0932183    3
      2    0.111323      2    0.111323    2
      2    0.0974489      2    0.0974489    2
      2    0.102839      3    0.0774479    0
      3    0.193353      3    0.120876    0
      3    0.0726203      3    0.139759    0
      3    0.131147      3    0.0620079    0
      2    0.119      2    0.119    2
      3    0.0831218      3    0.13754    0
      2    0.0641393      2    0.0641393    2
      2    0.101627      2    0.101627    2
      3    0.137116      3    0.122456    0
      3    0.119595      2    0.200135    0
      3    0.0585122      2    0.0859328    0
      4    0.117746      3    0.0968595    0
      2    0.0654648      2    0.0654648    2
      5    0.159109      3    0.109176    0
      3    0.0663259      4    0.111488    0
      4    0.0971749      3    0.0980431    0
      2    0.0756268      2    0.0756268    2
      3    0.0919087      3    0.101511    0
      3    0.0802795      2    0.0991253    0
      2    0.0763929      2    0.0763929    2
      3    0.144661      4    0.126025    0
      2    0.0895106      2    0.0895106    2
      2    0.0259922      2    0.0259922    2
      3    0.157941      3    0.100369    0
      2    0.0180391      2    0.0180391    2
      4    0.167974      4    0.111488    0
      3    0.107707      2    0.120736    0
      2    0.0995618      3    0.0382242    0
      2    0.112504      2    0.112504    2
      2    0.0365896      2    0.0365896    2
      3    0.140429      3    0.0644405    0
      2    0.107519      2    0.107519    2
      3    0.1068      3    0.0881298    0
      3    0.191056      3    0.18767    0
      2    0.15679      3    0.0754359    0
      3    0.237731      4    0.250676    0
      3    0.138796      3    0.131831    0
      2    0.0194491      2    0.0194491    2
      2    0.093857      2    0.093857    2
      3    0.0674555      2    0.124439    0
      3    0.189097      3    0.136135    0
      2    0.159361      2    0.159361    2
      3    0.112429      3    0.119597    0
      2    0.17821      3    0.132122    0
      5    0.059068      2    0.0874807    0
      4    0.108179      4    0.161989    0
      4    0.177614      3    0.117978    0
      2    0.0572613      2    0.0572613    2
      3    0.130396      3    0.0540572    0
      4    0.105093      5    0.143587    0
      2    0.0137526      2    0.0137526    2
      4    0.108092      3    0.0503755    0
      5    0.186934      3    0.20359    0
      3    0.0762714      2    0.167369    0
      2    0.097686      2    0.097686    2
      3    0.156309      2    0.163687    0
      2    0.0614362      2    0.0614362    2
      3    0.0883276      2    0.143722    0
      4    0.0690876      3    0.0613847    0
      4    0.14422      3    0.129773    0
      4    0.0593939      4    0.143931    0
      2    0.127445      3    0.119918    0
      2    0.0274751      2    0.0274751    2
      2    0.0518651      2    0.0518651    2
      2    0.137805      2    0.137805    2
      2    0.0811275      2    0.0811275    2
      3    0.0374892      2    0.0641651    0
      2    0.129741      2    0.129741    2
      2    0.138549      2    0.138549    2
      3    0.10553      3    0.117978    0
      2    0.0740598      2    0.0740598    2
      2    0.0590717      2    0.0590717    2
      3    0.112403      2    0.115503    0
      3    0.0326432      2    0.0597459    0
      2    0.158688      3    0.143826    0
      3    0.132717      2    0.169448    0
      2    0.143247      3    0.111269    0
      2    0.0308723      2    0.0308723    2
      3    0.121641      3    0.146213    0
      3    0.147184      3    0.114673    0
      2    0.085952      2    0.085952    2
      2    0.112987      3    0.112984    0
      2    0.0704536      2    0.0704536    2
      2    0.0563526      2    0.0563526    2
      3    0.13863      3    0.112643    0
      3    0.134712      3    0.133857    3
      3    0.171265      3    0.0868111    0
      4    0.14307      3    0.0980431    0
      2    0.0402443      2    0.0402443    2
      2    0.0805348      2    0.0805348    2
      2    0.110921      2    0.110921    2
      3    0.142103      3    0.130659    0
      3    0.0673394      3    0.0673578    0
      2    0.0662922      2    0.0662922    2
      2    0.0302097      2    0.0302097    2
      4    0.165509      3    0.145421    0
      2    0.0901541      2    0.0901541    2
      2    0.153201      2    0.153201    2
      2    0.0594896      2    0.0594896    2
      4    0.119901      3    0.0915536    0
      3    0.0885389      3    0.139759    0
      2    0.146282      2    0.146282    2
      2    0.0641393      2    0.0641393    2
      3    0.0879658      3    0.0995995    3
      3    0.116809      2    0.167302    0
      2    0.0681839      2    0.0681839    2
      2    0.215791      4    0.206913    0
      2    0.0803295      3    0.0644405    0
      4    0.127008      3    0.184571    0
      3    0.186199      4    0.123255    0
      2    0.10271      2    0.10271    2
      3    0.12296      3    0.208073    0
      3    0.0525321      4    0.187663    0
      4    0.163095      3    0.122456    0
      3    0.121276      3    0.0328115    3
      3    0.127353      2    0.130797    0
