 primalDim  primalFOM  dualDim  dualFOM  sameProj 
      2    0.0256564      2    0.0256564    2
      3    0.0070743      2    0.0106372    0
      2    0.0668443      2    0.0668443    2
      3    0.129567      3    0.182687    0
      2    0.0827053      2    0.0827053    2
      3    0.0697081      4    0.14631    0
      5    0.176024      3    0.0845675    0
      3    0.11451      3    0.0638411    0
      3    0.0676541      2    0.0690325    0
      2    0.115646      2    0.115646    2
      3    0.106336      3    0.0827289    3
      2    0.150764      2    0.150764    2
      2    0.076019      2    0.076019    2
      2    0.1642      3    0.150361    0
      3    0.160111      2    0.187267    0
      3    0.138327      3    0.145157    0
      3    0.0910991      2    0.0991253    0
      3    0.0567556      2    0.0918063    0
      3    0.0812541      3    0.0754359    0
      3    0.156566      4    0.159843    0
      2    0.143972      3    0.06849    0
      3    0.162369      3    0.134144    0
      4    0.0875349      2    0.110877    0
      4    0.198149      4    0.14631    4
      3    0.149919      3    0.197454    0
      4    0.121923      3    0.0964617    0
      3    0.13051      3    0.0472238    3
      2    0.0965421      2    0.0965421    2
      2    0.146319      2    0.146319    2
      2    0.132226      2    0.132226    2
      2    0.0377998      2    0.0377998    2
      5    0.174809      3    0.157603    0
      2    0.124279      3    0.119597    0
      2    0.0573118      2    0.0573118    2
      2    0.0572252      2    0.0572252    2
      3    0.112454      3    0.0968595    0
      4    0.0916076      3    0.125556    0
      3    0.152292      4    0.0947468    0
      3    0.110508      2    0.124783    0
      2    0.0272335      2    0.0272335    2
      2    0.017481      2    0.017481    2
      3    0.101529      3    0.0995995    3
      2    0.0939626      2    0.0939626    2
      3    0.168528      3    0.171169    0
      3    0.162369      3    0.145949    3
      4    0.229267      3    0.111269    0
      2    0.0180391      2    0.0180391    2
      2    0.0626014      2    0.0626014    2
      5    0.098349      3    0.0480311    0
      4    0.138747      3    0.169589    0
      3    0.104967      3    0.0690491    0
      3    0.181398      3    0.172957    3
      2    0.078478      2    0.078478    2
      2    0.0647544      2    0.0647544    2
      2    0.112782      2    0.112782    2
      2    0.0730323      2    0.0730323    2
      2    0.128462      2    0.128462    2
      2    0.157222      4    0.155463    0
      4    0.0750066      2    0.126483    0
      2    0.0745267      2    0.0745267    2
      2    0.0334407      2    0.0334407    2
      3    0.129725      3    0.134144    0
      3    0.108926      3    0.125862    0
      4    0.0591227      3    0.0919726    0
      2    0.0621844      2    0.0621844    2
      5    0.132597      3    0.164992    0
      2    0.0955316      2    0.0955316    2
      4    0.0973542      3    0.138654    0
      4    0.179963      4    0.178226    0
      2    0.0405714      2    0.0405714    2
      3    0.148278      2    0.194739    0
      2    0.0155561      2    0.0155561    2
      5    0.133098      3    0.0980431    0
      2    0.0951461      2    0.0951461    2
      4    0.067606      4    0.0947468    4
      2    0.130579      3    0.124325    0
      2    0.0915766      2    0.0915766    2
      3    0.0515309      3    0.115341    0
      3    0.118475      2    0.125219    0
      3    0.114955      3    0.103015    0
      3    0.122007      3    0.112643    0
      3    0.145224      4    0.170301    0
      2    0.097686      2    0.097686    2
      3    0.101228      3    0.0561506    3
      3    0.142543      3    0.0561506    0
      4    0.085073      3    0.115674    0
      2    0.0756268      2    0.0756268    2
      2    0.0816754      2    0.0816754    2
      4    0.0846443      4    0.170301    4
      2    0.0590717      2    0.0590717    2
      3    0.0934337      3    0.112643    0
      3    0.104766      2    0.107088    0
      3    0.0847952      4    0.185814    0
      3    0.158021      4    0.114543    0
      3    0.101642      3    0.189099    0
      2    0.0765387      2    0.0765387    2
      3    0.165649      5    0.143587    0
      3    0.13034      4    0.120421    0
      2    0.0745267      2    0.0745267    2
      3    0.128109      3    0.166846    0
      3    0.135521      3    0.13726    0
      3    0.00263373      2    0.00529914    0
      3    0.0589515      2    0.0781458    0
      3    0.156252      3    0.115341    0
      3    0.14945      3    0.114    3
      5    0.181039      3    0.209913    0
      5    0.139442      4    0.143931    0
      2    0.0481661      2    0.0481661    2
      3    0.116274      3    0.0948539    0
      3    0.158854      3    0.111269    0
      3    0.114905      4    0.123255    0
      2    0.112639      3    0.0561506    0
      4    0.198032      3    0.152141    0
      2    0.0137526      2    0.0137526    2
      2    0.0641393      2    0.0641393    2
      3    0.175727      3    0.165225    0
      2    0.163535      4    0.117519    0
      2    0.122229      3    0.119918    0
      2    0.097686      2    0.097686    2
      3    0.068013      3    0.120557    0
      4    0.146571      4    0.176278    0
      3    0.10157      4    0.101774    0
      2    0.0353497      2    0.0353497    2
      4    0.147119      3    0.105596    0
      3    0.149477      3    0.148042    0
      3    0.117959      3    0.0798916    0
      3    0.180323      3    0.143022    0
      3    0.134466      3    0.130659    0
      2    0.0545429      2    0.0545429    2
      2    0.0337358      2    0.0337358    2
      2    0.0498182      2    0.0498182    2
      3    0.0796919      3    0.105959    0
      3    0.146307      3    0.229681    0
      3    0.0855082      3    0.0733688    3
      2    0.109256      2    0.109256    2
      2    0.135276      3    0.0836532    0
      4    0.122074      3    0.105959    0
      3    0.163159      2    0.168784    0
      2    0.0740598      2    0.0740598    2
      3    0.0995171      3    0.0447145    3
      4    0.15704      3    0.146213    0
      2    0.20584      3    0.105959    0
      3    0.116786      3    0.139483    0
      2    0.0405714      2    0.0405714    2
      2    0.0261664      2    0.0261664    2
      2    0.12978      3    0.117978    0
      2    0.117051      2    0.117051    2
      4    0.172095      3    0.194906    0
      2    0.145308      2    0.145308    2
      4    0.115578      2    0.161082    0
      2    0.117122      2    0.117122    2
      3    0.0737162      2    0.0875515    0
      4    0.169446      3    0.135001    0
      4    0.0305476      2    0.102505    0
      4    0.070286      5    0.203063    0
      3    0.105077      2    0.117347    0
      3    0.0371047      2    0.0566814    0
      2    0.163305      2    0.163305    2
      2    0.0395926      2    0.0395926    2
      2    0.179889      3    0.125556    0
      3    0.0953944      3    0.0728428    3
      4    0.103487      3    0.165225    0
      3    0.0554564      3    0.168452    0
      3    0.105993      3    0.0995995    0
      2    0.193712      3    0.138654    0
      2    0.136531      2    0.136531    2
      3    0.0889201      2    0.172319    0
      2    0.0701246      2    0.0701246    2
      3    0.0934118      4    0.126025    0
      3    0.133975      3    0.106321    0
      3    0.126789      4    0.133992    0
      2    0.0666959      3    0.0588259    0
      3    0.0825961      3    0.0472238    3
      3    0.184455      2    0.211382    0
      2    0.131223      3    0.0644405    0
      2    0.073618      2    0.073618    2
      4    0.0952704      3    0.158333    0
      2    0.0310191      2    0.0310191    2
      4    0.104082      3    0.172288    0
      2    0.130161      2    0.130161    2
      2    0.0224456      2    0.0224456    2
      4    0.109327      4    0.143931    4
      2    0.0329305      2    0.0329305    2
      4    0.0902433      3    0.0588259    0
      4    0.131999      3    0.0836532    0
      2    0.0501157      2    0.0501157    2
      2    0.0745267      2    0.0745267    2
      5    0.122946      2    0.131336    0
      4    0.0906992      2    0.10271    0
      4    0.159375      3    0.103015    0
      3    0.0770864      3    0.135001    0
      2    0.0365896      2    0.0365896    2
      2    0.039925      2    0.039925    2
      3    0.149662      3    0.117324    0
      3    0.0633919      3    0.193123    0
      2    0.0531859      3    0.0480311    0
      4    0.222041      3    0.140582    0
      3    0.0923464      2    0.116701    0
      4    0.0757315      3    0.0401857    0
      4    0.126446      3    0.0919726    0
      3    0.0833237      3    0.0794089    3
      3    0.0927387      3    0.101511    0
      3    0.121629      3    0.0845675    0
      3    0.0680914      3    0.0952584    0
      2    0.0709151      2    0.0709151    2
      4    0.100183      3    0.108823    0
      2    0.0302097      2    0.0302097    2
      3    0.0962458      2    0.148568    0
      2    0.0915766      2    0.0915766    2
      3    0.159756      3    0.168452    0
      3    0.161798      4    0.101774    0
      2    0.0324759      2    0.0324759    2
      3    0.0690596      2    0.0874807    0
      4    0.0914259      3    0.0948539    0
      2    0.138247      2    0.138247    2
      3    0.155714      3    0.100369    0
      2    0.0281873      2    0.0281873    2
      3    0.0774284      2    0.167211    0
      5    0.147856      3    0.124942    0
      2    0.0274751      2    0.0274751    2
