 primalDim  primalFOM  dualDim  dualFOM  sameProj 
      2    0.150764      2    0.150764    2
      4    0.151622      3    0.112984    0
      3    0.238435      3    0.251877    0
      4    0.172736      3    0.197259    0
      3    0.17833      2    0.205172    0
      2    0.0991253      2    0.0991253    2
      3    0.0567556      2    0.0918063    0
      3    0.198897      3    0.115674    0
      3    0.156566      4    0.198395    0
      3    0.199633      3    0.225627    0
      3    0.17327      3    0.226477    0
      4    0.0875349      3    0.125862    0
      3    0.239611      3    0.154398    0
      3    0.222453      3    0.197454    0
      3    0.133868      3    0.0964617    0
      3    0.13051      3    0.0472238    3
      3    0.142627      2    0.165553    0
      2    0.146319      2    0.146319    2
      3    0.178293      3    0.174946    3
      2    0.0377998      2    0.0377998    2
      4    0.194653      4    0.200128    0
      4    0.178658      3    0.119597    0
      2    0.0573118      2    0.0573118    2
      3    0.192328      3    0.183527    0
      3    0.19627      3    0.0968595    3
      4    0.0916076      3    0.168908    0
      3    0.169392      4    0.0947468    0
      3    0.125697      3    0.194906    3
      3    0.11492      3    0.117324    3
      2    0.017481      2    0.017481    2
      3    0.101529      3    0.0995995    3
      3    0.152218      2    0.200646    0
      3    0.168528      3    0.171169    0
      3    0.162369      3    0.145949    3
      4    0.229267      3    0.170719    0
      2    0.0180391      2    0.0180391    2
      3    0.206959      3    0.116996    0
      4    0.116548      3    0.0480311    0
      4    0.138747      3    0.230849    0
      2    0.20856      3    0.0690491    0
      2    0.224798      3    0.189505    0
      2    0.126483      2    0.126483    2
      2    0.0647544      2    0.0647544    2
      2    0.149245      2    0.149245    2
      3    0.147107      3    0.135001    0
      2    0.199575      3    0.15809    0
      4    0.183045      4    0.155463    0
      2    0.126483      2    0.126483    2
      2    0.0745267      2    0.0745267    2
      3    0.184566      3    0.155391    0
      3    0.129725      3    0.134144    0
      3    0.108926      3    0.125862    0
      3    0.0979144      3    0.0919726    0
      2    0.0621844      2    0.0621844    2
      4    0.190365      4    0.176278    0
      4    0.20653      2    0.207693    0
      3    0.102785      3    0.198619    3
      2    0.181997      2    0.181997    2
      3    0.20091      3    0.18991    3
      3    0.148278      3    0.209179    3
      2    0.0854702      2    0.0854702    2
      3    0.14152      3    0.125862    0
      2    0.0951461      2    0.0951461    2
      3    0.173645      3    0.148301    0
      2    0.130579      2    0.130579    2
      3    0.196587      3    0.178428    0
      4    0.231      3    0.135285    0
      3    0.118475      3    0.153399    3
      3    0.114955      3    0.103015    0
      3    0.122007      4    0.161989    0
      3    0.145224      4    0.170301    0
      3    0.209855      4    0.153226    0
      2    0.183248      3    0.155391    0
      3    0.142543      3    0.0561506    0
      3    0.128912      3    0.115674    0
      2    0.0756268      2    0.0756268    2
      3    0.13488      2    0.146992    0
      4    0.0846443      4    0.170301    4
      2    0.0590717      2    0.0590717    2
      3    0.0934337      3    0.112643    0
      2    0.107088      2    0.107088    2
      3    0.0847952      4    0.208575    0
      3    0.158021      4    0.114543    0
      3    0.101642      3    0.189099    0
      3    0.0847849      3    0.217116    0
      3    0.175521      4    0.26278    0
      3    0.15901      2    0.168137    0
      3    0.168469      3    0.0919726    0
      4    0.167827      3    0.166846    0
      4    0.252794      4    0.143931    0
      3    0.00263373      2    0.00529914    0
      3    0.0589515      3    0.132703    0
      4    0.235754      3    0.115341    0
      4    0.214488      4    0.194883    4
      4    0.199761      3    0.209913    0
      2    0.158688      4    0.143931    0
      2    0.0481661      2    0.0481661    2
      3    0.116274      4    0.155463    0
      3    0.158854      3    0.111269    0
      4    0.172439      3    0.160264    0
      2    0.138844      3    0.0561506    0
      4    0.198032      2    0.207607    0
      2    0.244913      4    0.193103    0
      2    0.208544      3    0.105596    0
      3    0.175727      3    0.165225    0
      2    0.163535      2    0.163535    2
      2    0.122229      2    0.122229    2
      3    0.178058      4    0.157668    0
      4    0.185476      3    0.120557    0
      3    0.179173      4    0.176278    0
      3    0.191785      3    0.215159    0
      2    0.0353497      2    0.0353497    2
      3    0.204624      3    0.105596    0
      3    0.149477      3    0.193917    3
      4    0.153842      3    0.0798916    0
      3    0.180323      3    0.171393    0
      3    0.134466      3    0.136699    3
      2    0.126008      3    0.0868111    0
      2    0.0337358      2    0.0337358    2
      4    0.188209      3    0.107042    0
      4    0.150018      3    0.105959    0
      3    0.238318      3    0.248806    0
      3    0.0855082      3    0.0733688    3
      2    0.109256      2    0.109256    2
      2    0.188182      4    0.136545    0
      4    0.122074      3    0.105959    0
      2    0.168784      2    0.168784    2
      3    0.126052      4    0.111488    0
      3    0.0995171      3    0.0447145    3
      4    0.15704      2    0.18479    0
      3    0.212639      3    0.105959    0
      3    0.116786      3    0.139483    0
      2    0.0654396      2    0.0654396    2
      2    0.165655      2    0.165655    2
      4    0.271295      3    0.158333    0
      2    0.117051      2    0.117051    2
      4    0.172095      4    0.200128    0
      2    0.145308      2    0.145308    2
      2    0.198835      2    0.198835    2
      2    0.158688      2    0.158688    2
      2    0.0875515      2    0.0875515    2
      3    0.183599      3    0.135001    0
      4    0.0305476      3    0.155391    0
      4    0.070286      3    0.204908    0
      3    0.156149      3    0.129476    0
      3    0.0371047      3    0.0706999    3
      2    0.163305      2    0.163305    2
      2    0.167677      2    0.167677    2
      2    0.179889      2    0.179889    2
      4    0.228802      4    0.153226    4
      4    0.103487      3    0.165225    0
      3    0.0554564      4    0.170301    0
      3    0.119044      3    0.0995995    0
      2    0.193712      3    0.138654    0
      2    0.136531      2    0.136531    2
      3    0.0889201      4    0.21186    0
      2    0.0701246      2    0.0701246    2
      4    0.126956      3    0.164992    0
      4    0.140133      3    0.114    0
      3    0.126789      3    0.181843    0
      3    0.176286      3    0.0588259    0
      3    0.0825961      3    0.0472238    3
      4    0.192459      2    0.211382    0
      4    0.156263      3    0.0644405    0
      2    0.073618      2    0.073618    2
      3    0.163986      3    0.175823    0
      3    0.207343      3    0.107401    0
      4    0.104082      3    0.172288    0
      3    0.148962      3    0.147261    3
      2    0.0224456      2    0.0224456    2
      4    0.109327      4    0.143931    4
      3    0.104191      3    0.0980431    3
      3    0.0942172      3    0.0588259    3
      4    0.17966      4    0.194883    0
      2    0.177497      3    0.124942    0
      2    0.21273      4    0.187663    0
      4    0.172503      3    0.185195    0
      2    0.142197      2    0.142197    2
      4    0.171544      3    0.103015    0
      3    0.0770864      3    0.142753    3
      2    0.0365896      2    0.0365896    2
      2    0.039925      2    0.039925    2
      3    0.149662      3    0.117324    0
      3    0.0633919      3    0.193123    0
      3    0.169549      2    0.171464    0
      4    0.234799      3    0.192325    0
      2    0.116701      2    0.116701    2
      4    0.208305      3    0.171169    0
      3    0.160854      3    0.0919726    0
      2    0.10915      2    0.10915    2
      2    0.21511      3    0.141128    0
      3    0.121629      2    0.124783    0
      3    0.0680914      3    0.0952584    0
      2    0.0709151      2    0.0709151    2
      3    0.201971      3    0.108823    0
      2    0.183056      4    0.143931    0
      3    0.108879      3    0.158333    0
      2    0.201049      2    0.201049    2
      3    0.159756      3    0.168452    0
      3    0.161798      4    0.101774    0
      2    0.0324759      2    0.0324759    2
      3    0.0690596      2    0.0874807    0
      3    0.142018      3    0.0948539    0
      2    0.225062      4    0.193103    0
      3    0.155714      3    0.132992    0
      2    0.0916803      3    0.0638411    0
      2    0.167211      2    0.167211    2
      3    0.192833      3    0.171169    0
      2    0.0274751      2    0.0274751    2
